bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	analyte_type_id	bcr_analyte_uuid	concentration	gel_image_file	normal_tumor_genotype_match	pcr_amplification_successful	spectrophotometer_method	well_number	ratio_28s_18s	rinvalue
TCGA-30-1866-01A	TCGA-30-1866-01A-02R	1.8	266 uL	RNA	R	e1fa0c1a-1313-479e-8f28-1a098e58575e	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.2
TCGA-30-1866-01A	TCGA-30-1866-01A-02T	[Pending]	70 uL	Total RNA	T	7011a8f5-bd98-4c05-8393-41c7429e5fda	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-30-1866-01A	TCGA-30-1866-01A-02W	[Pending]	79 uL	Repli-G (Qiagen) DNA	W	72a8f7ca-0d8b-4654-b3d3-386c48684f15	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-30-1866-10A	TCGA-30-1866-10A-01D	1.9	124.97000000000001 uL	DNA	D	80391fa6-882a-4ef8-ab95-b106be09039b	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-30-1866-10A	TCGA-30-1866-10A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	1c724551-d655-4966-9bb6-01426b4627f4	0.242 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-30-1866-10A	TCGA-30-1866-10A-01W	[Pending]	79 uL	Repli-G (Qiagen) DNA	W	032c7a09-ca50-4833-9e1d-197b188397d7	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-1870-01A	TCGA-25-1870-01A-01D	1.9	610.67 uL	DNA	D	3b152d29-9ec4-4df0-a2e8-f42b0d7def06	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-25-1870-01A	TCGA-25-1870-01A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	0ae8f1fe-4f62-4741-adab-7e9747d6db8d	0.261 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-1870-01A	TCGA-25-1870-01A-01R	1.8	278 uL	RNA	R	e63c81ae-bc06-4d84-bc85-a652ccbf29dc	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.4
TCGA-25-1870-01A	TCGA-25-1870-01A-01T	[Pending]	57 uL	Total RNA	T	ae099424-d5bc-4f7c-bde2-d03a309d66bc	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-1870-01A	TCGA-25-1870-01A-01W	[Pending]	79 uL	Repli-G (Qiagen) DNA	W	e23ae746-3d36-409c-9eb4-843e3ba4b85d	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-1870-10A	TCGA-25-1870-10A-01D	1.9	91.97000000000001 uL	DNA	D	cffdce89-de25-4619-b03f-5c8d76ce1b0c	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-25-1870-10A	TCGA-25-1870-10A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	0dfb1f91-1348-4b57-9fd8-e616565f9d0c	0.257 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-1870-10A	TCGA-25-1870-10A-01W	[Pending]	79 uL	Repli-G (Qiagen) DNA	W	d934b475-0a74-4e4f-a163-9d0936a1be92	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2029-01A	TCGA-24-2029-01A-01D	1.9	511 uL	DNA	D	2319b2c6-4867-4d30-a3b5-bd59032549e5	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-2029-01A	TCGA-24-2029-01A-01R	1.8	356 uL	RNA	R	bb08e20e-1f72-4376-ad47-3d29e3f2fd2c	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	0.9	7.3
TCGA-24-2029-01A	TCGA-24-2029-01A-01T	[Pending]	82 uL	Total RNA	T	b04a5f97-3598-4a9e-9ede-abe2db3acdeb	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2029-01A	TCGA-24-2029-01A-01W	[Pending]	79 uL	Repli-G (Qiagen) DNA	W	cfc3cea3-4a3d-4b4e-a2b0-84687e594ef5	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2029-10A	TCGA-24-2029-10A-01D	2.0	405.3 uL	DNA	D	3ee20f77-94d9-47eb-82f2-bffb554a0b77	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-2029-10A	TCGA-24-2029-10A-01W	[Pending]	79 uL	Repli-G (Qiagen) DNA	W	b93b0920-1ae7-4e82-96a0-3e54f163750a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-29-2428-01A	TCGA-29-2428-01A-01D	1.9	405.66999999999996 uL	DNA	D	0dce220b-0511-4943-80b3-03a2325b7d64	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-29-2428-01A	TCGA-29-2428-01A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	a4cf6df9-1327-41ad-8a50-8d524568c3aa	0.247 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-29-2428-01A	TCGA-29-2428-01A-01R	1.8	270 uL	RNA	R	88d4bc02-94ff-4acd-a257-c08f63fccff1	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	7.9
TCGA-29-2428-01A	TCGA-29-2428-01A-01T	[Pending]	58.599999999999994 uL	Total RNA	T	1d166312-f0ff-4453-a9d0-1850baa381d5	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-29-2428-01A	TCGA-29-2428-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	f3a8e7fd-30a7-4df8-9aa6-fb6f0a23a53b	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-29-2428-10A	TCGA-29-2428-10A-01D	1.9	11.969999999999997 uL	DNA	D	b112af67-50c1-4f90-b130-3bed34b04dd8	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-29-2428-10A	TCGA-29-2428-10A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	9a2f9586-653e-421d-9cdb-684831b94478	0.245 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-29-2428-10A	TCGA-29-2428-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	3f9d626f-338b-4849-ba2c-4b51749e30bd	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2288-01A	TCGA-24-2288-01A-01D	1.9	712.67 uL	DNA	D	94b5aa4d-b27d-4ce3-801f-fd7764970acb	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-2288-01A	TCGA-24-2288-01A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	38682e03-17f4-4bc6-bbcc-61b2f8a98f14	0.219 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2288-01A	TCGA-24-2288-01A-01R	1.8	1053 uL	RNA	R	32d0d144-c528-484f-9e3c-9a800f943238	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	0.8	7.8
TCGA-24-2288-01A	TCGA-24-2288-01A-01T	[Pending]	349.8 uL	Total RNA	T	5d326de6-fc9d-4ac5-88b6-ebd43424b915	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2288-01A	TCGA-24-2288-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	7e35c21a-2f6d-4352-8543-1fb114a1cabd	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2288-10A	TCGA-24-2288-10A-01D	1.9	464.96999999999997 uL	DNA	D	27a5da20-854b-4c4e-a6d6-bba5ab22b648	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-2288-10A	TCGA-24-2288-10A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	5bd74a6e-774e-484e-a0a2-15bf0b36999a	0.248 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2288-10A	TCGA-24-2288-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	50d3208c-47d7-4e83-a4ca-f6b9b24fa44d	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2298-01A	TCGA-24-2298-01A-01D	1.9	509.67 uL	DNA	D	8170a69d-0b30-425c-b38c-00c4e7e155ae	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-2298-01A	TCGA-24-2298-01A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	14cdee31-3564-4f19-8d2b-67fff0f124a8	0.224 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2298-01A	TCGA-24-2298-01A-01R	1.8	388 uL	RNA	R	2e19fa49-b036-45c0-a9ab-16f2b4fc8042	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.1	6.9
TCGA-24-2298-01A	TCGA-24-2298-01A-01T	[Pending]	78.2 uL	Total RNA	T	51cab73a-8dd2-473d-b268-2446292b06c7	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2298-01A	TCGA-24-2298-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	aad4d054-fd13-496a-910e-11f3502c1d07	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2298-11A	TCGA-24-2298-11A-01D	1.9	164.97 uL	DNA	D	31f950d4-5b0f-4052-a89a-5f2bc78c44d1	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-2298-11A	TCGA-24-2298-11A-01G	[Pending]	93.6 uL	GenomePlex (Rubicon) Amplified DNA	G	f7482d55-1527-4cc6-bcb0-c62afe955734	0.257 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-2298-11A	TCGA-24-2298-11A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	ee4956a3-24e8-45b4-ad1a-cf499ede0762	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-2390-01A	TCGA-25-2390-01A-01D	1.9	704 uL	DNA	D	83c94c05-1e84-4f23-bcb6-3134e459b408	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-25-2390-01A	TCGA-25-2390-01A-01R	1.8	251 uL	RNA	R	7e487492-39be-4713-a03c-c1bbb5c1e86e	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.0	8.1
TCGA-25-2390-01A	TCGA-25-2390-01A-01T	[Pending]	57 uL	Total RNA	T	5fd98348-66b2-44f1-a4e7-52eacf71c74d	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-2390-01A	TCGA-25-2390-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	7d0bdc21-fd2b-42e6-a169-ddc5daa46ffb	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-25-2390-10A	TCGA-25-2390-10A-01D	1.9	66.30000000000003 uL	DNA	D	7ed09ea6-75a5-45d8-8f64-8446046e5107	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-25-2390-10A	TCGA-25-2390-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	23687e42-aa0b-4fd1-ac4c-e639017d2221	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-13-2065-01A	TCGA-13-2065-01A-01D	1.9	730.4 uL	DNA	D	ad206fc2-bcf9-4ae1-89a2-5537058d1a53	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-13-2065-01A	TCGA-13-2065-01A-01G	[Pending]	117.8 uL	GenomePlex (Rubicon) Amplified DNA	G	60295b95-17f1-4409-a070-7f8fbc4794f2	0.210 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-13-2065-01A	TCGA-13-2065-01A-01R	1.8	0 uL	RNA	R	9cd1960c-37ff-434b-bd00-263da2fee6e7	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	0.3	5.5
TCGA-13-2065-01A	TCGA-13-2065-01A-01T	[Pending]	0 uL	Total RNA	T	e16632a7-519c-48b7-b659-55b1f4de108f	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-13-2065-01A	TCGA-13-2065-01A-01W	[Pending]	29 uL	Repli-G (Qiagen) DNA	W	ce892c83-130f-4aa3-95f0-36461ffba6c7	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-13-2065-01A	TCGA-13-2065-01A-01X	[Pending]	210 uL	Repli-G X (Qiagen) DNA	X	e0dd546b-787e-4ed0-b934-46e59f61fd33	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-13-2065-10A	TCGA-13-2065-10A-01D	1.9	32.7 uL	DNA	D	af635344-be62-4f58-a1dc-3094d53b5b95	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-13-2065-10A	TCGA-13-2065-10A-01G	[Pending]	117.8 uL	GenomePlex (Rubicon) Amplified DNA	G	f1cbe73d-5497-446d-9539-1954e940573f	0.234 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-13-2065-10A	TCGA-13-2065-10A-01W	[Pending]	67 uL	Repli-G (Qiagen) DNA	W	92295991-1e8a-4500-9d13-42b2c9edc914	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-13-2065-10A	TCGA-13-2065-10A-01X	[Pending]	211 uL	Repli-G X (Qiagen) DNA	X	b2c230ab-c378-40ca-ae27-35b0a0de6d5a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1603-01A	TCGA-24-1603-01A-01D	1.9	407.37 uL	DNA	D	bb470783-7b5c-4c8c-8162-ad5ea5c4aca5	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-1603-01A	TCGA-24-1603-01A-01R	1.80	522 uL	RNA	R	2555d448-3cac-46ba-8d5e-bca158e48dfc	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	8.9
TCGA-24-1603-01A	TCGA-24-1603-01A-01T	[Pending]	123 uL	Total RNA	T	50b43e8d-19fe-4920-b85d-d2137f368d38	.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1603-01A	TCGA-24-1603-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	c10afc3b-9cfe-4109-bf05-bb5e2d065979	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1603-10A	TCGA-24-1603-10A-01D	1.9	579.67 uL	DNA	D	80ff7fb2-4cde-4486-a42d-449080848b7d	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-1603-10A	TCGA-24-1603-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	2fab245b-c996-4b6a-b86e-5a7eabc1aea6	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-23-1111-01A	TCGA-23-1111-01A-01D	1.9	397 uL	DNA	D	0a8a3af1-9ea7-4f79-8af6-2538cfe37166	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-23-1111-01A	TCGA-23-1111-01A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	819c575d-10b8-45e1-8188-08f442f8fd2b	0.093 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-23-1111-01A	TCGA-23-1111-01A-01R	1.8	569 uL	RNA	R	83ccfe48-f941-4126-89df-199321869406	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1	8.5
TCGA-23-1111-01A	TCGA-23-1111-01A-01T	[Pending]	141 uL	Total RNA	T	65b1f8b8-cd0c-4778-86f9-53cc44a1e328	.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-23-1111-01A	TCGA-23-1111-01A-01W	[Pending]	1020 uL	Repli-G (Qiagen) DNA	W	c0372d1b-61dc-4b05-9f3d-965f2bdb3fd3	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-23-1111-10C	TCGA-23-1111-10C-01D	2.0	0 uL	DNA	D	c20cef5d-d7e9-48cb-af34-6039dad10aac	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-23-1111-10C	TCGA-23-1111-10C-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	1a60ff41-b1a8-4fd3-b2c9-571f087bff56	0.025 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-23-1111-10C	TCGA-23-1111-10C-01W	[Pending]	1020 uL	Repli-G (Qiagen) DNA	W	770be80b-e887-4c49-818e-a8aab87029f1	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-61-1727-01A	TCGA-61-1727-01A-01D	1.9	836.67 uL	DNA	D	ef24fd38-192b-4204-b2f8-3e98e54176ad	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-61-1727-01A	TCGA-61-1727-01A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	2b0c743e-dfa3-4cef-9211-721a887d488e	0.091 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-61-1727-01A	TCGA-61-1727-01A-01R	1.8	415 uL	RNA	R	7e7069c5-0082-467a-b622-ffb0acc84166	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	0.9	7.3
TCGA-61-1727-01A	TCGA-61-1727-01A-01T	[Pending]	79 uL	Total RNA	T	3af1c9ff-aad7-4040-80e5-cd509d00753d	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-61-1727-01A	TCGA-61-1727-01A-01W	[Pending]	1020 uL	Repli-G (Qiagen) DNA	W	9ba816b3-0ee8-402a-862d-a7ac972a009a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-61-1727-11A	TCGA-61-1727-11A-01D	1.9	134.97 uL	DNA	D	2367e94a-0432-4fe2-b59c-041f5ac04e0a	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-61-1727-11A	TCGA-61-1727-11A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	cdcf80ac-7e4c-4be7-9b07-fd956e38a307	0.068 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-61-1727-11A	TCGA-61-1727-11A-01W	[Pending]	1020 uL	Repli-G (Qiagen) DNA	W	156524bc-4a40-4f58-b157-59490275578b	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1844-01A	TCGA-24-1844-01A-01D	1.932439501	693.67 uL	DNA	D	dd33aba5-24aa-402b-b00b-ea24219f96bc	0.1551718 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-1844-01A	TCGA-24-1844-01A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	465856d4-7af3-40ce-bb92-170e8e96211b	0.117 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1844-01A	TCGA-24-1844-01A-01R	1.8	540 uL	RNA	R	6da09e60-59a5-448f-9f4c-5fa2cef63eea	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	9.2
TCGA-24-1844-01A	TCGA-24-1844-01A-01T	[Pending]	174 uL	Total RNA	T	202ca03e-d5c7-42b5-b979-4b4e4d3d68b4	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1844-01A	TCGA-24-1844-01A-01W	[Pending]	1020 uL	Repli-G (Qiagen) DNA	W	7a111b11-334c-4ea2-910f-183aee606f11	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1844-10A	TCGA-24-1844-10A-01D	1.9	0 uL	DNA	D	303f09ec-a849-47fc-8a56-eda29b4db888	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-1844-10A	TCGA-24-1844-10A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	f7a4cb44-8aaa-4770-bf6f-9c1d831172e6	0.063 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-1844-10A	TCGA-24-1844-10A-01W	[Pending]	1020 uL	Repli-G (Qiagen) DNA	W	8ae86f4b-52c1-4f24-a9a0-46857bef0800	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-0966-01A	TCGA-24-0966-01A-01D	1.9	531.37 uL	DNA	D	741679cd-3133-46b2-95a3-a98c73343ccb	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-0966-01A	TCGA-24-0966-01A-01G	[Pending]	0 uL	GenomePlex (Rubicon) Amplified DNA	G	5953524d-d043-4b7e-b3ee-4adc373bac84	0.097 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-0966-01A	TCGA-24-0966-01A-01R	1.8	684 uL	RNA	R	4c16f7f3-2328-4bf9-bc25-1cb1bb2033af	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	7.8
TCGA-24-0966-01A	TCGA-24-0966-01A-01T	[Pending]	381 uL	Total RNA	T	f927923d-2249-432b-a590-1a65f06b7ce4	0.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-0966-01A	TCGA-24-0966-01A-01W	[Pending]	296 uL	Repli-G (Qiagen) DNA	W	e1ac3583-ad9c-48be-ba19-a9849409917d	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-24-0966-10A	TCGA-24-0966-10A-01D	1.87	66.67 uL	DNA	D	5da16ebb-d52b-4ef9-8400-eab090d67e1d	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-24-0966-10A	TCGA-24-0966-10A-01W	[Pending]	364 uL	Repli-G (Qiagen) DNA	W	caf57a87-a5d2-4f20-93aa-f4811e4ca28a	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
